dbn,school_name,state_and_local_funding_per_pupil,federal_funding _per_pupil,total_school_funding_per_pupil,fiscal_year
26Q178,P.S./ IS 178 Holliswood,11755.64223,354.9487633,18674.77464,2018
26Q216,J.H.S. 216 George J. Ryan,12432.00054,1146.592845,22155.36864,2022
26Q216,J.H.S. 216 George J. Ryan,11554.88351,501.7271589,18798.84773,2021
26Q216,J.H.S. 216 George J. Ryan,11299.3567,138.4452185,18161.1778,2020
26Q216,J.H.S. 216 George J. Ryan,11195.03,125.36,17994.39,2019
26Q216,J.H.S. 216 George J. Ryan,10382.73308,183.909153,17130.82588,2018
26Q266,P.S./I.S. 266,19419.36744,827.9620149,28824.10471,2022
26Q266,P.S./I.S. 266,19293.0337,388.105802,26423.37657,2021
26Q266,P.S./I.S. 266,16604.74205,436.0015674,23764.11951,2020
26Q266,P.S./I.S. 266,15846.71,315.75,22836.46,2019
26Q266,P.S./I.S. 266,15729.26116,434.651772,22728.09658,2018
27Q042,P.S./M.S 042 R. Vernam,22407.92135,1998.09945,32982.79605,2022
27Q042,P.S./M.S 042 R. Vernam,21432.0864,1048.126418,29222.44988,2021
27Q042,P.S./M.S 042 R. Vernam,21436.89218,1091.430894,29251.69896,2020
27Q042,P.S./M.S 042 R. Vernam,19414.97,1166.98,27255.94,2019
27Q042,P.S./M.S 042 R. Vernam,20952.86862,1278.620427,28795.67269,2018
27Q043,P.S. 043,19706.8531,2418.274418,30701.90278,2022
27Q043,P.S. 043,18304.66273,1305.164216,26352.06401,2021
27Q043,P.S. 043,17223.86715,1302.238434,25249.48147,2020
27Q043,P.S. 043,15458.35,1135.76,23268.11,2019
27Q043,P.S. 043,15037.71951,1453.061043,23054.9642,2018
27Q047,P.S. 047 Chris Galas,26716.27278,2154.711471,37447.75951,2022
27Q047,P.S. 047 Chris Galas,24812.19326,966.5619835,32520.99231,2021
27Q047,P.S. 047 Chris Galas,25625.07224,836.3112033,33184.75933,2020
27Q047,P.S. 047 Chris Galas,25618.85,907.33,33200.19,2019
27Q047,P.S. 047 Chris Galas,24754.9597,1266.476852,32585.6202,2018
27Q053,M.S. 053 Brian Piccolo,33763.11524,1740.696786,44080.58728,2022
27Q053,M.S. 053 Brian Piccolo,35602.06775,1107.478873,43451.78368,2021
27Q053,M.S. 053 Brian Piccolo,30008.21331,1309.168539,38040.75774,2020
27Q053,M.S. 053 Brian Piccolo,25119.94,1372.95,33166.89,2019
27Q053,M.S. 053 Brian Piccolo,24621.73805,1564.014981,32749.93668,2018
27Q105,P.S. 105 The Bay School,18500.13205,1921.086347,28997.99365,2022
27Q105,P.S. 105 The Bay School,17800.02049,974.4450063,25516.70256,2021
27Q105,P.S. 105 The Bay School,17384.78998,996.2055749,25104.37144,2020
27Q105,P.S. 105 The Bay School,17131.88,916.88,24722.76,2019
27Q105,P.S. 105 The Bay School,16358.59684,1208.584049,24131.36454,2018
27Q114,P.S./M.S. 114 Belle Harbor,16693.98399,880.6698496,26151.4291,2022
27Q114,P.S./M.S. 114 Belle Harbor,15424.21968,405.9326788,22572.38942,2021
27Q114,P.S./M.S. 114 Belle Harbor,16125.49536,360.2906977,23209.16195,2020
27Q114,P.S./M.S. 114 Belle Harbor,15466.23,282.5,22422.73,2019
27Q114,P.S./M.S. 114 Belle Harbor,15376.96679,455.8281016,22396.97854,2018
27Q124,P.S. 124 Osmond A Church,14004.89905,1625.046961,24206.72127,2022
27Q124,P.S. 124 Osmond A Church,12921.40897,700.7948718,20364.44091,2021
27Q124,P.S. 124 Osmond A Church,12529.92904,742.4936585,19995.79859,2020
27Q124,P.S. 124 Osmond A Church,11844.12,625.3,19143.42,2019
27Q124,P.S. 124 Osmond A Church,11143.18655,739.2001627,18446.57035,2018
27Q137,M.S. 137 America's School of Heroes,13753.11229,1348.684026,23678.57157,2022
27Q137,M.S. 137 America's School of Heroes,12575.68884,686.7951869,20004.72109,2021
27Q137,M.S. 137 America's School of Heroes,12522.18583,639.5300261,19885.09174,2020
27Q137,M.S. 137 America's School of Heroes,12303.42,665.22,19642.64,2019
27Q137,M.S. 137 America's School of Heroes,11695.69235,735.3338624,18995.20986,2018
27Q146,P.S. 146 Howard Beach,18421.48084,532.9595825,27531.21568,2022
27Q146,P.S. 146 Howard Beach,18249.64636,227.6491557,25219.53258,2021
27Q146,P.S. 146 Howard Beach,18333.41544,196.1503497,25252.94167,2020
27Q146,P.S. 146 Howard Beach,16532.97,181.09,23388.07,2019
27Q146,P.S. 146 Howard Beach,15309.74858,309.5840708,22183.5163,2018
27Q183,P.S. 183 Dr. Richard R. Green,22352.49415,1901.941015,32831.21043,2022
27Q183,P.S. 183 Dr. Richard R. Green,23066.31148,1035.743363,30844.29191,2021
27Q183,P.S. 183 Dr. Richard R. Green,22329.07917,984.569869,30037.02492,2020
27Q183,P.S. 183 Dr. Richard R. Green,21254.1,910.65,28838.75,2019
27Q183,P.S. 183 Dr. Richard R. Green,18604.65668,1989.544762,27158.38509,2018
27Q202,J.H.S. 202 Robert H. Goddard,14764.80935,1562.55607,24904.14067,2022
27Q202,J.H.S. 202 Robert H. Goddard,13145.27331,653.8241347,20541.33451,2021
27Q202,J.H.S. 202 Robert H. Goddard,12826.21917,576.2663677,20125.86143,2020
27Q202,J.H.S. 202 Robert H. Goddard,12281.41,559.6,19515.01,2019
27Q202,J.H.S. 202 Robert H. Goddard,11984.4263,630.8377393,19179.44769,2018
27Q207,P.S. 207 Rockwood Park,22557.61112,507.8328334,31642.21921,2022
27Q207,P.S. 207 Rockwood Park,21237.3436,232.4072398,28211.98791,2021
27Q207,P.S. 207 Rockwood Park,20400.02605,233.532097,27356.93403,2020
27Q207,P.S. 207 Rockwood Park,20256.08,280.99,27211.07,2019
27Q207,P.S. 207 Rockwood Park,19548.47219,427.5029412,26540.15878,2018
27Q210,J.H.S. 210 Elizabeth Blackwell,15260.97435,1542.533068,25380.28268,2022
27Q210,J.H.S. 210 Elizabeth Blackwell,13809.65979,714.0774566,21265.97431,2021
27Q210,J.H.S. 210 Elizabeth Blackwell,13528.60221,658.4147637,20910.39286,2020
27Q210,J.H.S. 210 Elizabeth Blackwell,12813.71,662.99,20150.71,2019
27Q210,J.H.S. 210 Elizabeth Blackwell,11938.81135,687.693617,19190.68861,2018
27Q226,J.H.S. 226 Virgil I. Grissom,16832.88203,1986.764053,27396.42134,2022
27Q226,J.H.S. 226 Virgil I. Grissom,14967.96546,897.8360478,22608.03857,2021
27Q226,J.H.S. 226 Virgil I. Grissom,14437.82524,745.4444444,21906.64557,2020
27Q226,J.H.S. 226 Virgil I. Grissom,13549.21,868.31,21091.51,2019
27Q226,J.H.S. 226 Virgil I. Grissom,13147.50184,827.0884279,20538.77391,2018
27Q232,P.S. 232 Lindenwood,15176.44225,871.9364327,24625.15394,2022
27Q232,P.S. 232 Lindenwood,14880.66787,155.7808219,21778.68576,2021
27Q232,P.S. 232 Lindenwood,14357.7204,180.1674157,21261.26371,2020
27Q232,P.S. 232 Lindenwood,13872.84,175.91,20722.75,2019
27Q232,P.S. 232 Lindenwood,12937.48375,275.3453608,19777.01275,2018
27Q262,Channel View School for Research,16598.38102,1308.893946,26484.05022,2022
27Q262,Channel View School for Research,16269.29798,700.8819876,23712.41703,2021
27Q262,Channel View School for Research,16332.64667,576.5126706,23632.53522,2020
27Q262,Channel View School for Research,15668.18,593.7,22935.88,2019
27Q262,Channel View School for Research,15477.92199,587.8243243,22629.92996,2018
27Q282,Knowledge and Power Preparatory Academy VI,14791.84861,2130.350718,25498.97458,2022
27Q282,Knowledge and Power Preparatory Academy VI,13075.82321,636.2206897,20454.28096,2021
27Q282,Knowledge and Power Preparatory Academy VI,14078.73357,604.5254902,21406.63494,2020
27Q282,Knowledge and Power Preparatory Academy VI,12960.16,565.51,20199.68,2019
27Q282,Knowledge and Power Preparatory Academy VI,12250.92791,553.7272727,19368.83883,2018
27Q297,Hawtree Creek Middle School,14490.71641,1537.933091,24605.42476,2022
27Q297,Hawtree Creek Middle School,14497.18171,674.3190955,21913.73787,2021
27Q297,Hawtree Creek Middle School,14918.02313,638.2015504,22279.60056,2020
27Q297,Hawtree Creek Middle School,13891.37,579.93,21145.3,2019
27Q297,Hawtree Creek Middle School,12904.04916,793.3360656,20261.56887,2018
27Q309,Academy of Medical Technology: A College Board School,15640.12326,1945.301957,26162.20047,2022
27Q309,Academy of Medical Technology: A College Board School,13805.42439,824.2076023,21371.86905,2021
27Q309,Academy of Medical Technology: A College Board School,13646.78896,676.0624,21046.22725,2020
27Q309,Academy of Medical Technology: A College Board School,13202.01,703.74,20579.75,2019
27Q309,Academy of Medical Technology: A College Board School,12753.82512,701.3223787,20019.33114,2018
27Q318,Waterside School for Leadership,20383.36664,2834.56985,31794.71174,2022
27Q318,Waterside School for Leadership,17381.99597,751.2453704,24875.47841,2021
27Q318,Waterside School for Leadership,16412.36843,708.1102362,23843.85455,2020
27Q318,Waterside School for Leadership,16286.52,654.68,23615.2,2019
27Q318,Waterside School for Leadership,15988.17567,678.8464912,23231.20581,2018
27Q319,Village Academy,18986.55651,2328.791084,29892.12285,2022
27Q319,Village Academy,17680.97893,762.8071625,25186.02315,2021
27Q319,Village Academy,16341.57926,687.6294416,23752.58459,2020
27Q319,Village Academy,14521.78,583.09,21778.87,2019
27Q319,Village Academy,15204.58993,590.3927577,22359.16634,2018
27Q323,Scholars' Academy,12392.71262,649.1539617,21618.64183,2022
27Q323,Scholars' Academy,11652.40227,57.0766129,18451.71594,2021
27Q323,Scholars' Academy,10999.76491,34.74102368,17757.88182,2020
27Q323,Scholars' Academy,9940.46,35.38,16649.84,2019
27Q323,Scholars' Academy,9605.597397,32.62790698,16202.40895,2018
27Q333,Goldie Maple Academy,14444.90879,1316.958213,24338.64226,2022
27Q333,Goldie Maple Academy,13775.31005,693.7229551,21211.27007,2021
27Q333,Goldie Maple Academy,14410.78397,633.3231552,21767.48301,2020
27Q333,Goldie Maple Academy,13912.38,535.1,21121.48,2019
27Q333,Goldie Maple Academy,12150.85423,656.1425234,19371.1804,2018
28Q008,J.H.S. 008 Richard S. Grossley,18190.47277,1437.983481,28205.23151,2022
28Q008,J.H.S. 008 Richard S. Grossley,18467.59721,902.9842342,26112.81851,2021
28Q008,J.H.S. 008 Richard S. Grossley,18885.75838,904.5601966,26513.69446,2020
28Q008,J.H.S. 008 Richard S. Grossley,18737.08,1096.81,26507.89,2019
28Q008,J.H.S. 008 Richard S. Grossley,20194.80787,1485.672566,28244.66408,2018
28Q072,Catherine & Count Basie Middle School 72,29482.75603,2886.212281,40945.74357,2022
28Q072,Catherine & Count Basie Middle School 72,28687.37555,1568.277311,36997.88992,2021
28Q072,Catherine & Count Basie Middle School 72,23398.33747,1362.286195,31483.99956,2020
28Q072,Catherine & Count Basie Middle School 72,21278.62,978.74,28931.36,2019
28Q072,Catherine & Count Basie Middle School 72,21456.14866,1212.053333,29232.38564,2018
28Q157,J.H.S. 157 Stephen A. Halsey,14181.83127,748.5856914,23507.19222,2022
28Q157,J.H.S. 157 Stephen A. Halsey,12752.00119,135.07414,19629.3124,2021
28Q157,J.H.S. 157 Stephen A. Halsey,12730.25093,119.5537241,19573.18054,2020
28Q157,J.H.S. 157 Stephen A. Halsey,11786.42,129.45,18589.87,2019
28Q157,J.H.S. 157 Stephen A. Halsey,11621.53625,166.1161369,18351.83603,2018
28Q167,Metropolitan Expeditionary Learning School,14336.11341,1189.486554,24102.37522,2022
28Q167,Metropolitan Expeditionary Learning School,14651.40292,741.0060753,22134.64606,2021
28Q167,Metropolitan Expeditionary Learning School,13907.19626,543.8895631,21174.46171,2020
28Q167,Metropolitan Expeditionary Learning School,13077.45,502.14,20253.58,2019
28Q167,Metropolitan Expeditionary Learning School,12724.28547,128.3900119,19416.85913,2018
28Q190,J.H.S. 190 Russell Sage,12612.12942,893.9733302,22082.87801,2022
28Q190,J.H.S. 190 Russell Sage,12609.35487,182.7686636,19534.36059,2021
28Q190,J.H.S. 190 Russell Sage,12271.17369,130.4548736,19125.00445,2020
28Q190,J.H.S. 190 Russell Sage,11501.91,126.28,18302.19,2019
28Q190,J.H.S. 190 Russell Sage,11262.21154,227.3052133,18053.7004,2018
28Q217,J.H.S. 217 Robert A. Van Wyck,15172.20351,1653.002736,25401.98151,2022
28Q217,J.H.S. 217 Robert A. Van Wyck,13730.83466,772.0648203,21245.13654,2021
28Q217,J.H.S. 217 Robert A. Van Wyck,13544.9379,611.5059809,20879.81977,2020
28Q217,J.H.S. 217 Robert A. Van Wyck,12617.28,632.82,19924.09,2019
28Q217,J.H.S. 217 Robert A. Van Wyck,12324.29745,727.0699387,19615.55104,2018
28Q284,York Early College Academy,12652.20621,1267.72906,22496.71053,2022
28Q284,York Early College Academy,10861.25093,582.0721154,18185.56011,2021
28Q284,York Early College Academy,10977.31689,489.1585366,18189.85131,2020
28Q284,York Early College Academy,10357.37,424.06,17455.42,2019
28Q284,York Early College Academy,9839.773003,453.5216718,16857.47832,2018
28Q287,The Emerson School,17151.50197,1279.327728,27007.60495,2022
28Q287,The Emerson School,16608.65537,631.8010076,23982.69344,2021
28Q287,The Emerson School,17183.88425,617.0632184,24524.32336,2020
28Q287,The Emerson School,15949.82,559.17,23182.98,2019
28Q287,The Emerson School,15883.59662,564.2136986,23011.99396,2018
28Q310,Queens Collegiate: A College Board School,14592.50257,1235.081411,24404.35924,2022
28Q310,Queens Collegiate: A College Board School,13619.76585,661.6846154,21023.68753,2021
28Q310,Queens Collegiate: A College Board School,13891.78396,605.7691154,21220.92896,2020
28Q310,Queens Collegiate: A College Board School,13150.3,574.34,20398.64,2019
28Q310,Queens Collegiate: A College Board School,12565.24224,546.1490313,19675.57492,2018
28Q332,Redwood Middle School,18777.26089,1797.200558,29151.23671,2022
28Q332,Redwood Middle School,18119.23423,509.8301887,25371.30148,2021
28Q332,Redwood Middle School,14724.71827,521.6363636,21969.73052,2020
28Q332,Redwood Middle School,15326.94,508.05,22508.99,2019
28Q332,Redwood Middle School,15294.23367,598.8802589,22457.29758,2018
28Q358,M.S. 358,17400.24343,1760.58456,27737.60324,2022
28Q358,M.S. 358,17002.96155,1192.405634,24937.60425,2021
28Q358,M.S. 358,17798.27495,949.2068966,25470.85774,2020
28Q358,M.S. 358,13834.92,715.85,21224.78,2019
28Q358,M.S. 358,13261.61514,2198.375328,22024.17412,2018
28Q680,Queens Gateway to Health Sciences Secondary School,12515.82562,674.4696384,21767.07051,2022
28Q680,Queens Gateway to Health Sciences Secondary School,12830.69877,72.33136095,19645.2672,2021
28Q680,Queens Gateway to Health Sciences Secondary School,12090.23205,80.05988858,18893.66782,2020
28Q680,Queens Gateway to Health Sciences Secondary School,12858.36,81.07,19613.43,2019
28Q680,Queens Gateway to Health Sciences Secondary School,11867.87861,81.89710145,18513.95936,2018
28Q896,"Young Women's Leadership School, Queens",11781.80839,1086.799759,21445.3834,2022
28Q896,"Young Women's Leadership School, Queens",11686.04268,510.6944938,18938.97424,2021
28Q896,"Young Women's Leadership School, Queens",12224.78026,478.2677903,19426.42394,2020
28Q896,"Young Women's Leadership School, Queens",11301.72,490.55,18466.27,2019
28Q896,"Young Women's Leadership School, Queens",11095.23765,517.330373,18176.75167,2018
29Q059,I.S. 059 Springfield Gardens,16893.29898,2333.877664,27803.9519,2022
29Q059,I.S. 059 Springfield Gardens,15159.18587,1006.522936,22907.94587,2021
29Q059,I.S. 059 Springfield Gardens,14404.81303,652.5758092,21780.76473,2020
29Q059,I.S. 059 Springfield Gardens,14524.52,744.07,21942.59,2019
29Q059,I.S. 059 Springfield Gardens,13291.19918,690.7286689,20546.11149,2018
29Q109,Jean Nuzzi Intermediate School,14640.12721,1383.664803,24600.56727,2022
29Q109,Jean Nuzzi Intermediate School,12968.31546,586.3424424,20296.89496,2021
29Q109,Jean Nuzzi Intermediate School,13171.15389,580.3606838,20474.89046,2020
29Q109,Jean Nuzzi Intermediate School,11953.7,512.79,19140.49,2019
29Q109,Jean Nuzzi Intermediate School,11295.30999,630.0297834,18489.52342,2018
29Q116,P.S./I.S. 116 William C. Hughley,16441.58279,1733.725357,26752.0834,2022
29Q116,P.S./I.S. 116 William C. Hughley,15031.87458,852.1418605,22626.25351,2021
29Q116,P.S./I.S. 116 William C. Hughley,16514.32314,937.1660232,24174.86505,2020
29Q116,P.S./I.S. 116 William C. Hughley,14760.13,629.52,22063.66,2019
29Q116,P.S./I.S. 116 William C. Hughley,14588.68409,827.5164141,21980.38415,2018
29Q138,P.S./M.S. 138 Sunrise,17363.82167,1669.728816,27610.32574,2022
29Q138,P.S./M.S. 138 Sunrise,16909.48719,1072.380515,24724.10477,2021
29Q138,P.S./M.S. 138 Sunrise,14845.01865,924.4428152,22492.83735,2020
29Q138,P.S./M.S. 138 Sunrise,14270.41,1006.65,21951.06,2019
29Q138,P.S./M.S. 138 Sunrise,13484.79592,1052.95806,21101.93763,2018
29Q147,P.S./M.S. 147 Ronald McNair,18494.20057,2274.069217,29345.04504,2022
29Q147,P.S./M.S. 147 Ronald McNair,17744.28293,801.753271,25288.27327,2021
29Q147,P.S./M.S. 147 Ronald McNair,17087.34365,762.4368231,24573.15635,2020
29Q147,P.S./M.S. 147 Ronald McNair,16774.05,761.64,24209.69,2019
29Q147,P.S./M.S. 147 Ronald McNair,14368.41948,831.841484,21764.44461,2018
29Q192,I.S. 192 The Linden,18840.83949,1796.198888,29213.81364,2022
29Q192,I.S. 192 The Linden,19679.13955,959.4316038,27380.80822,2021
29Q192,I.S. 192 The Linden,16852.29646,793.1751055,24368.84745,2020
29Q192,I.S. 192 The Linden,14966.74,720.55,22361.29,2019
29Q192,I.S. 192 The Linden,14600.9323,897.6584362,22062.77438,2018
29Q208,P.S./I.S. 208,16297.36815,773.200471,25647.34387,2022
29Q208,P.S./I.S. 208,14581.46015,192.8829932,21516.58021,2021
29Q208,P.S./I.S. 208,13784.43604,173.1531165,20680.96505,2020
29Q208,P.S./I.S. 208,13821.98,193.29,20689.27,2019
29Q208,P.S./I.S. 208,14360.92439,312.4809052,21237.58894,2018
29Q238,I.S. 238 - Susan B. Anthony Academy,16495.60488,2327.77093,27400.15107,2022
29Q238,I.S. 238 - Susan B. Anthony Academy,14465.34247,1268.572628,22476.15216,2021
29Q238,I.S. 238 - Susan B. Anthony Academy,14295.27821,1000.004036,22018.65813,2020
29Q238,I.S. 238 - Susan B. Anthony Academy,13380.05,977.75,21031.8,2019
29Q238,I.S. 238 - Susan B. Anthony Academy,12674.31227,949.3596866,20187.8556,2018
29Q259,Pathways College Preparatory School: A College Board School,15576.87974,1266.827051,25420.48204,2022
29Q259,Pathways College Preparatory School: A College Board School,14305.1209,502.5648464,21549.92282,2021
29Q259,Pathways College Preparatory School: A College Board School,13395.29801,461.9484536,20580.62235,2020
29Q259,Pathways College Preparatory School: A College Board School,14004.32,476.03,21154.35,2019
29Q259,Pathways College Preparatory School: A College Board School,14021.19346,503.2332762,21088.61038,2018
29Q268,P.S./I.S. 268,16638.48136,1902.434222,27117.69084,2022
29Q268,P.S./I.S. 268,14123.06931,694.8232628,21560.12963,2021
29Q268,P.S./I.S. 268,14279.40725,699.8419405,21702.62507,2020
29Q268,P.S./I.S. 268,13218.02,622.99,20515.01,2019
29Q268,P.S./I.S. 268,12987.9658,787.681962,20339.83141,2018
29Q270,The Gordon Parks School,16156.89973,1261.774069,25995.44905,2022
29Q270,The Gordon Parks School,15271.58929,1049.493635,23063.31999,2021
29Q270,The Gordon Parks School,14401.12358,631.0776699,21755.57713,2020
29Q270,The Gordon Parks School,12735.14,217.56,19626.71,2019
29Q270,The Gordon Parks School,11789.12237,188.4594954,18541.76552,2018
29Q283,Preparatory Academy for Writers: A College Board School,15221.48774,1195.967201,24994.2302,2022
29Q283,Preparatory Academy for Writers: A College Board School,13199.22217,527.6654611,20469.1247,2021
29Q283,Preparatory Academy for Writers: A College Board School,12850.34306,506.3177083,20080.03665,2020
29Q283,Preparatory Academy for Writers: A College Board School,12597.61,482.74,19754.35,2019
29Q283,Preparatory Academy for Writers: A College Board School,12086.22836,471.2908163,19121.70282,2018
29Q289,Queens United Middle School,21871.97833,1319.218217,31767.97181,2022
29Q289,Queens United Middle School,17571.27467,794.254717,25107.76645,2021
29Q289,Queens United Middle School,19555.33051,657.8789809,26936.58538,2020
29Q289,Queens United Middle School,16229.7,539.23,23442.93,2019
29Q289,Queens United Middle School,14950.94854,537.6960784,22052.82827,2018
29Q295,P.S./I.S. 295,15552.60578,1491.040298,25620.42134,2022
29Q295,P.S./I.S. 295,15464.60876,634.8905109,22841.73633,2021
29Q295,P.S./I.S. 295,16032.79554,572.55625,23328.72768,2020
29Q295,P.S./I.S. 295,16470.96,723.22,23868.18,2019
29Q295,P.S./I.S. 295,15111.23236,687.5878788,22363.00389,2018
29Q327,Eagle Academy for Young Men III,18247.51167,2027.450282,28851.7372,2022
29Q327,Eagle Academy for Young Men III,18900.17581,1161.305785,26803.71866,2021
29Q327,Eagle Academy for Young Men III,15996.38725,632.0754717,23351.83861,2020
29Q327,Eagle Academy for Young Men III,14202.81,425.02,21301.83,2019
29Q327,Eagle Academy for Young Men III,13479.54674,241.7815443,20285.51193,2018
29Q355,Collaborative Arts Middle School,15070.757,1079.159364,24726.69162,2022
29Q355,Collaborative Arts Middle School,15924.24019,598.1900826,23264.66734,2021
29Q355,Collaborative Arts Middle School,15424.04257,632.6775956,22780.09605,2020
29Q355,Collaborative Arts Middle School,16965.32,756.79,24396.11,2019
29Q355,Collaborative Arts Middle School,16993.72427,999.9213115,24557.82922,2018
29Q356,Community Voices Middle School,20443.65992,1344.271738,30364.70692,2022
29Q356,Community Voices Middle School,19125.89433,732.9028213,26601.03421,2021
29Q356,Community Voices Middle School,18163.39857,656.738292,25543.51275,2020
29Q356,Community Voices Middle School,16730.29,622.78,24027.07,2019
29Q356,Community Voices Middle School,16242.74568,810.7980132,23617.72734,2018
30Q010,I.S. 010 Horace Greeley,17628.13098,1933.155264,28138.0615,2022
30Q010,I.S. 010 Horace Greeley,15958.57807,1009.667979,23710.48311,2021
30Q010,I.S. 010 Horace Greeley,14702.6739,789.2862191,22215.336,2020
30Q010,I.S. 010 Horace Greeley,14255.17,670.5,21599.66,2019
30Q010,I.S. 010 Horace Greeley,13983.29453,839.4237517,21386.90193,2018
30Q078,P.S./I.S. 78Q,12942.45941,731.872066,22251.10673,2022
30Q078,P.S./I.S. 78Q,12101.45027,248.5115646,19092.1989,2021
30Q078,P.S./I.S. 78Q,11865.03496,319.9333333,18908.34418,2020
30Q078,P.S./I.S. 78Q,11634.89,210.01,18518.9,2019
30Q078,P.S./I.S. 78Q,11094.68617,242.0481586,17900.91797,2018
30Q111,P.S. 111 Jacob Blackwell,25625.78868,2236.75234,36439.31627,2022
30Q111,P.S. 111 Jacob Blackwell,24867.97981,1129.221154,32739.43803,2021
30Q111,P.S. 111 Jacob Blackwell,21027.30433,948.389313,28699.06952,2020
30Q111,P.S. 111 Jacob Blackwell,22879.63,1067.75,30621.38,2019
30Q111,P.S. 111 Jacob Blackwell,24581.1886,2925.009494,34070.38174,2018
30Q122,P.S. 122 Mamie Fay,12357.41148,799.1742752,21733.36101,2022
30Q122,P.S. 122 Mamie Fay,11072.5561,167.3920241,17982.18519,2021
30Q122,P.S. 122 Mamie Fay,11109.24344,136.7191426,17969.33847,2020
30Q122,P.S. 122 Mamie Fay,11187.84,135.33,17997.17,2019
30Q122,P.S. 122 Mamie Fay,10421.76092,256.2409993,17242.18557,2018
30Q126,Albert Shanker School for Visual and Performing Arts,16250.62371,1404.97672,26232.37569,2022
30Q126,Albert Shanker School for Visual and Performing Arts,14598.13227,728.2390925,22068.60843,2021
30Q126,Albert Shanker School for Visual and Performing Arts,14279.42377,843.1981982,21845.99785,2020
30Q126,Albert Shanker School for Visual and Performing Arts,13524.14,690.23,20888.37,2019
30Q126,Albert Shanker School for Visual and Performing Arts,13934.34217,890.7781155,21389.30393,2018
30Q127,P.S. 127 Aerospace Science Magnet School,16323.37459,2164.530772,27064.68062,2022
30Q127,P.S. 127 Aerospace Science Magnet School,14494.70039,791.0543294,22027.99178,2021
30Q127,P.S. 127 Aerospace Science Magnet School,15093.73596,879.6241935,22696.73604,2020
30Q127,P.S. 127 Aerospace Science Magnet School,13814.05,758.54,21246.59,2019
30Q127,P.S. 127 Aerospace Science Magnet School,13147.49521,844.7013087,20556.38016,2018
30Q141,I.S. 141 The Steinway,14637.05051,1204.599895,24418.42566,2022
30Q141,I.S. 141 The Steinway,13026.81801,581.3285229,20350.3836,2021
30Q141,I.S. 141 The Steinway,12288.16269,517.6480263,19529.1866,2020
30Q141,I.S. 141 The Steinway,11562.74,465.43,18702.16,2019
30Q141,I.S. 141 The Steinway,11077.76301,578.0126468,18219.95931,2018
30Q145,I.S. 145 Joseph Pulitzer,15249.3507,1694.729761,25520.85572,2022
30Q145,I.S. 145 Joseph Pulitzer,13764.35757,760.9916318,21267.58626,2021
30Q145,I.S. 145 Joseph Pulitzer,13480.61519,972.6791475,21176.67022,2020
30Q145,I.S. 145 Joseph Pulitzer,13363.99,874.64,20912.63,2019
30Q145,I.S. 145 Joseph Pulitzer,12801.40938,1364.087699,20729.68073,2018
30Q204,I.S. 204 Oliver W. Holmes,22753.33787,2039.162446,33369.27557,2022
30Q204,I.S. 204 Oliver W. Holmes,20374.14763,1045.685446,28162.07014,2021
30Q204,I.S. 204 Oliver W. Holmes,21432.63946,1027.900243,29183.91559,2020
30Q204,I.S. 204 Oliver W. Holmes,17565.01,832.21,25071.22,2019
30Q204,I.S. 204 Oliver W. Holmes,16943.57167,1070.533058,24578.28837,2018
30Q227,I.S. 227 Louis Armstrong,13532.52253,1450.535269,23559.83305,2022
30Q227,I.S. 227 Louis Armstrong,12980.42596,764.6010296,20487.26405,2021
30Q227,I.S. 227 Louis Armstrong,12455.56872,613.6055276,19792.55014,2020
30Q227,I.S. 227 Louis Armstrong,12360.32,731.45,19765.77,2019
30Q227,I.S. 227 Louis Armstrong,12125.32742,769.7553594,19459.26642,2018
30Q230,I.S. 230,14930.44265,1914.952492,25422.1704,2022
30Q230,I.S. 230,13793.72464,1043.21269,21579.17439,2021
30Q230,I.S. 230,13525.90303,916.6652381,21165.94416,2020
30Q230,I.S. 230,12508.15,599.56,19781.71,2019
30Q230,I.S. 230,12015.20784,693.5223765,19272.91386,2018
30Q235,Academy for New Americans,25937.88094,6824.90625,41339.56244,2022
30Q235,Academy for New Americans,23487.87321,875.4074074,31105.51768,2021
30Q235,Academy for New Americans,20826.07195,810.9469027,28360.39474,2020
30Q235,Academy for New Americans,22974.21,804.27,30452.48,2019
30Q235,Academy for New Americans,27022.95355,1207.267327,34794.40452,2018
30Q286,"Young Women's Leadership School, Astoria",12957.0579,1411.031415,22944.86457,2022
30Q286,"Young Women's Leadership School, Astoria",12145.57505,605.7719595,19493.58407,2021
30Q286,"Young Women's Leadership School, Astoria",12046.54098,531.9780405,19301.89491,2020
30Q286,"Young Women's Leadership School, Astoria",10875.33,557.61,18106.94,2019
30Q286,"Young Women's Leadership School, Astoria",10545.19775,522.5309735,17631.91237,2018
30Q291,Hunters Point Community Middle School,16966.08385,1096.916227,26639.77533,2022
30Q291,Hunters Point Community Middle School,16224.52394,115.9560185,23082.71702,2021
30Q291,Hunters Point Community Middle School,15524.30993,177.9809524,22425.66677,2020
30Q291,Hunters Point Community Middle School,14670.02,177.96,21521.98,2019
30Q291,Hunters Point Community Middle School,14891.41105,147.8361045,21603.4308,2018
30Q300,The 30th Avenue School (G&T Citywide),11810.73269,414.5213917,20802.02934,2022
30Q300,The 30th Avenue School (G&T Citywide),11186.23474,136.1197917,18064.5916,2021
30Q300,The 30th Avenue School (G&T Citywide),10499.21376,370.6280374,17593.21768,2020
