dbn,school_name,state_and_local_funding_per_pupil,federal_funding _per_pupil,total_school_funding_per_pupil,fiscal_year
21K121,P.S. 121 Nelson A. Rockefeller,27331.15,1623.45,35628.61,2019
21K121,P.S. 121 Nelson A. Rockefeller,26680.48522,3039.333333,36284.0022,2018
21K209,P.S. 209 Margaret Mead,18811.75166,3001.014631,30389.54154,2022
21K209,P.S. 209 Margaret Mead,17169.13488,1951.422192,25862.79414,2021
21K209,P.S. 209 Margaret Mead,17740.49337,1855.336284,26319.20554,2020
21K209,P.S. 209 Margaret Mead,17003.22,1254.23,24931.45,2019
21K209,P.S. 209 Margaret Mead,15987.11474,1170.278308,23721.5767,2018
21K225,P.S. K225 - The Eileen E. Zaglin,18847.66564,2314.577942,29739.01884,2022
21K225,P.S. K225 - The Eileen E. Zaglin,16319.15983,1268.218,24329.61489,2021
21K225,P.S. K225 - The Eileen E. Zaglin,17252.30324,1226.075924,25201.75505,2020
21K225,P.S. K225 - The Eileen E. Zaglin,17301.04,1322.1,25297.14,2019
21K225,P.S. K225 - The Eileen E. Zaglin,15909.47922,1378.416419,23852.07928,2018
21K226,P.S. 226 Alfred De B. Mason,17810.54555,2949.140865,29336.46167,2022
21K226,P.S. 226 Alfred De B. Mason,16300.72574,2016.032641,25058.99544,2021
21K226,P.S. 226 Alfred De B.Mason,16340.25268,1825.588465,24889.21703,2020
21K226,P.S. 226 Alfred De B.Mason,15151.48,1371.26,23196.74,2019
21K226,P.S. 226 Alfred De B. Mason,15497.02072,951.9631068,23013.16747,2018
21K228,I.S. 228 David A. Boody,13907.14922,1776.432149,24260.35663,2022
21K228,I.S. 228 David A. Boody,13389.15176,1292.449342,21423.83816,2021
21K228,I.S. 228 David A. Boody,12808.22612,1045.120331,20576.72234,2020
21K228,I.S. 228 David A. Boody,12923.03,900.54,20497.56,2019
21K228,I.S. 228 David A. Boody,12384.29237,1039.131198,19987.60721,2018
21K238,P.S. 238 Anne Sullivan,20135.33583,2728.679641,31440.79073,2022
21K238,P.S. 238 Anne Sullivan,19805.25058,1370.58843,27918.07607,2021
21K238,P.S. 238 Anne Sullivan,19841.55967,1017.829421,27582.76498,2020
21K238,P.S. 238 Anne Sullivan,18800.71,1075.77,26550.48,2019
21K238,P.S. 238 Anne Sullivan,19126.41287,1282.823241,26973.41976,2018
21K239,Mark Twain I.S. 239 for the Gifted & Talented,13621.25256,855.3688687,23053.39668,2022
21K239,Mark Twain I.S. 239 for the Gifted & Talented,12935.71153,310.094494,19988.04309,2021
21K239,Mark Twain I.S. 239 for the Gifted & Talented,12449.12802,231.6830161,19404.18692,2020
21K239,Mark Twain I.S. 239 for the Gifted & Talented,11265.7,132.08,18071.78,2019
21K239,Mark Twain I.S. 239 for the Gifted & Talented,10606.75789,126.7049924,17297.64652,2018
21K281,I.S. 281 Joseph B Cavallaro,15766.43667,1837.530733,26180.74266,2022
21K281,I.S. 281 Joseph B Cavallaro,14645.83567,1038.386777,22426.45951,2021
21K281,I.S. 281 Joseph B Cavallaro,14133.23475,975.3685897,21831.97923,2020
21K281,I.S. 281 Joseph B Cavallaro,13320.42,926.26,20920.68,2019
21K281,I.S. 281 Joseph B Cavallaro,12767.48233,789.9812594,20121.64724,2018
21K288,P.S. 288 The Shirley Tanyhill,20157.63846,2589.686268,31324.09998,2022
21K288,P.S. 288 The Shirley Tanyhill,19061.95796,1644.571936,27448.76696,2021
21K288,P.S. 288 The Shirley Tanyhill,18563.17537,1738.035587,27024.58685,2020
21K288,P.S. 288 The Shirley Tanyhill,15540.39,1288.76,23503.15,2019
21K288,P.S. 288 The Shirley Tanyhill,15784.30508,1336.776772,23685.26549,2018
21K303,I.S. 303 Herbert S. Eisenberg,16825.39303,2065.587568,27467.75585,2022
21K303,I.S. 303 Herbert S. Eisenberg,14268.28951,799.7727273,21810.2993,2021
21K303,I.S. 303 Herbert S. Eisenberg,13987.19553,685.9810997,21396.55252,2020
21K303,I.S. 303 Herbert S. Eisenberg,14189.48,770.84,21634.32,2019
21K303,I.S. 303 Herbert S. Eisenberg,12979.2969,737.2843866,20280.76494,2018
21K468,Kingsborough Early College School,13482.20917,1625.059711,23684.04414,2022
21K468,Kingsborough Early College School,12643.14367,995.2271505,20380.60788,2021
21K468,Kingsborough Early College School,12766.05525,852.6975398,20342.12868,2020
21K468,Kingsborough Early College School,12212.61,852.91,19739.52,2019
21K468,Kingsborough Early College School,11375.77949,760.7062405,18700.66938,2018
21K690,Brooklyn Studio Secondary School,16467.35045,1867.163048,26911.28876,2022
21K690,Brooklyn Studio Secondary School,15076.3235,1165.420551,22983.98111,2021
21K690,Brooklyn Studio Secondary School,14821.17708,1001.393057,22545.94602,2020
21K690,Brooklyn Studio Secondary School,13321.77,839.74,20835.51,2019
21K690,Brooklyn Studio Secondary School,12741.16252,961.4426752,20266.78884,2018
22K014,J.H.S. 014 Shell Bank,23671.7109,2742.968423,34991.45457,2022
22K014,J.H.S. 014 Shell Bank,21522.49161,1757.301852,30022.03053,2021
22K014,J.H.S. 014 Shell Bank,20866.92245,1434.979439,29025.27777,2020
22K014,J.H.S. 014 Shell Bank,20073.63,1627.8,28375.43,2019
22K014,J.H.S. 014 Shell Bank,19516.80294,1795.628571,27876.61516,2018
22K078,J.H.S. 078 Roy H. Mann,20078.70505,2265.572625,30921.05293,2022
22K078,J.H.S. 078 Roy H. Mann,19127.34154,1633.649505,27503.22811,2021
22K078,J.H.S. 078 Roy H. Mann,17481.96983,1218.457192,25423.80291,2020
22K078,J.H.S. 078 Roy H. Mann,16521,1619.23,24814.23,2019
22K078,J.H.S. 078 Roy H. Mann,16152.09932,1648.395062,24364.67803,2018
22K109,P.S. 109,20793.85557,3162.333032,32532.96386,2022
22K109,P.S. 109,20651.1112,2009.176349,29402.52462,2021
22K109,P.S. 109,18663.94814,1649.333333,27036.65736,2020
22K109,P.S. 109,17634.82,1385.89,25694.71,2019
22K109,P.S. 109,17050.59179,1393.25257,25008.02801,2018
22K206,P.S. 206 Joseph F Lamb,13878.17235,1732.676325,24187.62393,2022
22K206,P.S. 206 Joseph F Lamb,13230.05541,1068.030633,21040.32311,2021
22K206,P.S. 206 Joseph F Lamb,13321.71216,949.7864407,20994.87449,2020
22K206,P.S. 206 Joseph F Lamb,12508.81,960.82,20143.63,2019
22K206,P.S. 206 Joseph F Lamb,11998.42167,950.717608,19513.32293,2018
22K207,P.S. 207 Elizabeth G. Leary,15964.58824,1529.842052,26071.20555,2022
22K207,P.S. 207 Elizabeth G. Leary,16170.96325,449.2701652,23362.47048,2021
22K207,P.S. 207 Elizabeth G. Leary,15492.41395,369.6025759,22585.39241,2020
22K207,P.S. 207 Elizabeth G. Leary,14288.24,404.85,21367.09,2019
22K207,P.S. 207 Elizabeth G. Leary,13380.16275,426.3061889,20370.65258,2018
22K234,J.H.S. 234 Arthur W. Cunningham,15363.83842,2130.400674,26071.01435,2022
22K234,J.H.S. 234 Arthur W. Cunningham,13980.16053,1124.816821,21847.21442,2021
22K234,J.H.S. 234 Arthur W. Cunningham,13403.14817,973.8417529,21100.36581,2020
22K234,J.H.S. 234 Arthur W. Cunningham,12508.52,895.68,20078.2,2019
22K234,J.H.S. 234 Arthur W. Cunningham,11385.08467,282.7713686,18232.03969,2018
22K240,Andries Hudde,19791.99542,2904.447397,31273.21807,2022
22K240,Andries Hudde,17181.27882,1766.117737,25689.63362,2021
22K240,Andries Hudde,16489.11558,1425.611533,24638.103,2020
22K240,Andries Hudde,14867.25,1289.12,22830.37,2019
22K240,Andries Hudde,13881.14157,2532.952894,22978.27811,2018
22K278,J.H.S. 278 Marine Park,16400.85006,1513.015559,26490.64088,2022
22K278,J.H.S. 278 Marine Park,15620.89027,973.2878668,23336.4152,2021
22K278,J.H.S. 278 Marine Park,15798.03765,964.5998271,23486.01336,2020
22K278,J.H.S. 278 Marine Park,15400.57,816.79,22891.36,2019
22K278,J.H.S. 278 Marine Park,15554.97204,839.9611212,22959.11681,2018
22K381,I. S. 381,16652.60641,2252.938161,27482.31983,2022
22K381,I. S. 381,15849.16798,769.1305638,23360.53561,2021
22K381,I. S. 381,17025.60502,910.1328413,24659.11375,2020
22K381,I. S. 381,18620.09,1075.78,26369.87,2019
22K381,I. S. 381,17863.47116,1080.008197,25507.663,2018
22K890,M.S. 890,16604.6644,2005.76123,27187.20089,2022
22K890,M.S. 890,17043.25716,1186.003891,24971.49811,2021
22K890,M.S. 890,14274.63765,726.9536424,21724.96718,2020
22K890,M.S. 890,13866.59,798.01,21338.61,2019
22K890,M.S. 890,14418.03944,454.4786325,21436.70171,2018
23K041,P.S. 041 Francis White,21642.46613,3646.653504,33865.89489,2022
23K041,P.S. 041 Francis White,21789.97617,1672.64,30204.85323,2021
23K041,P.S. 041 Francis White,22472.15509,1432.722857,30628.25383,2020
23K041,P.S. 041 Francis White,17226.99,1195.83,25096.82,2019
23K041,P.S. 041 Francis White,16524.45054,1440.477024,24529.11121,2018
23K155,P.S./ I.S. 155 Nicholas Herkimer,21954.25991,3314.401047,33845.43621,2022
23K155,P.S./ I.S. 155 Nicholas Herkimer,20934.33,2321.622857,29998.18992,2021
23K155,P.S./ I.S. 155 Nicholas Herkimer,17925.07052,2095.195504,26743.64191,2020
23K155,P.S./ I.S. 155 Nicholas Herkimer,18549.45,1133.96,26357.41,2019
23K155,P.S./ I.S. 155 Nicholas Herkimer,15998.95322,1963.367788,24526.50466,2018
23K178,P.S. 178 Saint Clair McKelway,20296.38031,2141.889331,31015.0449,2022
23K178,P.S. 178 Saint Clair McKelway,20345.01459,1332.815068,28420.06672,2021
23K178,P.S. 178 Saint Clair McKelway,20403.65928,1055.690554,28182.72572,2020
23K178,P.S. 178 Saint Clair McKelway,18056.07,1063.2,25793.28,2019
23K178,P.S. 178 Saint Clair McKelway,18121.85136,1226.795756,25912.83076,2018
23K184,P.S. 184 Newport,21715.29401,2621.373213,32913.44248,2022
23K184,P.S. 184 Newport,20036.87635,1916.572816,28695.68623,2021
23K184,P.S. 184 Newport,21451.37036,1695.10775,29869.854,2020
23K184,P.S. 184 Newport,17520.89,1185.91,25380.8,2019
23K184,P.S. 184 Newport,17534.22679,1489.031746,25587.44218,2018
23K323,P.S./I.S. 323,18201.70985,2270.921669,29049.40678,2022
23K323,P.S./I.S. 323,16463.88965,1504.565049,24710.69176,2021
23K323,P.S./I.S. 323,15642.83749,1076.984321,23443.1977,2020
23K323,P.S./I.S. 323,14448.08,1084.69,22206.78,2019
23K323,P.S./I.S. 323,13992.70309,1091.947276,21648.83401,2018
23K363,Brownsville Collaborative Middle School,18246.02263,2085.291881,28908.08977,2022
23K363,Brownsville Collaborative Middle School,17490.15712,1192.291513,25424.6857,2021
23K363,Brownsville Collaborative Middle School,15491.4597,1080.345725,23295.18131,2020
23K363,Brownsville Collaborative Middle School,15840.64,800.66,23315.3,2019
23K363,Brownsville Collaborative Middle School,18794.58371,738.3148148,26097.08217,2018
23K392,I.S. 392,15410.18214,2734.483984,26721.44138,2022
23K392,I.S. 392,14232.13925,2036.720721,23011.09703,2021
23K392,I.S. 392,14061.58066,1411.490132,22196.44667,2020
23K392,I.S. 392,15237.91,868.75,22780.66,2019
23K392,I.S. 392,14292.72324,873.9254237,21730.83231,2018
23K518,KAPPA V (Knowledge and Power Preparatory Academy),27525.35791,3615.649654,39717.78282,2022
23K518,KAPPA V (Knowledge and Power Preparatory Academy),25091.43607,2523.12,34356.79313,2021
23K518,KAPPA V (Knowledge and Power Preparatory Academy),23263.11211,1482.226804,31468.7148,2020
23K518,KAPPA V (Knowledge and Power Preparatory Academy),18467.91,1275.13,26417.04,2019
23K518,KAPPA V (Knowledge and Power Preparatory Academy),16747.07341,1262.969298,24574.22635,2018
23K522,Mott Hall IV,31760.26359,3750.90334,44087.94219,2022
23K522,Mott Hall IV,22671.37504,1417.946565,30831.55867,2021
23K522,Mott Hall IV,19199.04145,811.9569892,26734.37433,2020
23K522,Mott Hall IV,21597.71,1140.23,29411.94,2019
23K522,Mott Hall IV,18643.49291,1547.525,26755.20156,2018
23K644,Eagle Academy for Young Men II,15443.33268,1802.135498,25822.24343,2022
23K644,Eagle Academy for Young Men II,15013.16575,1074.181373,22829.58419,2021
23K644,Eagle Academy for Young Men II,14107.54575,887.8078125,21718.72945,2020
23K644,Eagle Academy for Young Men II,13329.77,925.36,20929.12,2019
23K644,Eagle Academy for Young Men II,13143.82601,825.1669243,20533.17658,2018
23K664,Brooklyn Environmental Exploration School (BEES),22996.51191,3678.709733,35251.9969,2022
23K664,Brooklyn Environmental Exploration School (BEES),20824.79549,2377.213592,29944.24614,2021
23K664,Brooklyn Environmental Exploration School (BEES),24902.07545,2077.317365,33702.7687,2020
23K664,Brooklyn Environmental Exploration School (BEES),26962.92,997.66,34634.58,2019
23K664,Brooklyn Environmental Exploration School (BEES),25393.29859,5672.747368,37630.22961,2018
23K668,Riverdale Avenue Middle School,24755.93201,3103.082439,36435.78971,2022
23K668,Riverdale Avenue Middle School,23417.96868,1463.958333,31624.16408,2021
23K668,Riverdale Avenue Middle School,19443.67642,1013.878378,27180.93068,2020
23K668,Riverdale Avenue Middle School,21859.26,1056.95,29590.21,2019
23K668,Riverdale Avenue Middle School,20336.57728,4382.267717,31283.02864,2018
23K671,Mott Hall Bridges Academy,20737.29689,2130.538736,31444.61088,2022
23K671,Mott Hall Bridges Academy,20115.84394,1265.960591,28124.0416,2021
23K671,Mott Hall Bridges Academy,19376.3699,1012.055838,27111.80162,2020
23K671,Mott Hall Bridges Academy,18592.41,1165.14,26431.56,2019
23K671,Mott Hall Bridges Academy,17208.10878,890.321608,24662.61404,2018
24Q005,I.S. 5 - The Walter Crowley Intermediate School,15139.14778,1451.594151,25167.51719,2022
24Q005,I.S. 5 - The Walter Crowley Intermediate School,13929.71387,674.071347,21346.02228,2021
24Q005,I.S. 5 - The Walter Crowley Intermediate School,13628.75741,606.9977703,20959.13107,2020
24Q005,I.S. 5 - The Walter Crowley Intermediate School,12855.31,615.12,20144.42,2019
24Q005,I.S. 5 - The Walter Crowley Intermediate School,12351.13857,675.3576196,19590.67984,2018
24Q049,P.S. 049 Dorothy Bonawit Kole,13813.30148,837.0287636,23227.1055,2022
24Q049,P.S. 049 Dorothy Bonawit Kole,13000.21044,171.8991453,19914.34665,2021
24Q049,P.S. 049 Dorothy Bonawit Kole,12659.8329,203.589198,19586.79798,2020
24Q049,P.S. 049 Dorothy Bonawit Kole,11714.88,169.74,18558.62,2019
24Q049,P.S. 049 Dorothy Bonawit Kole,11195.83136,269.9241379,18029.93914,2018
24Q061,I.S. 061 Leonardo Da Vinci,17725.73647,1667.5733,27970.08502,2022
24Q061,I.S. 061 Leonardo Da Vinci,15833.20234,788.4767184,23363.91612,2021
24Q061,I.S. 061 Leonardo Da Vinci,16274.1685,847.3948694,23844.93926,2020
24Q061,I.S. 061 Leonardo Da Vinci,14371.46,781.91,21827.37,2019
24Q061,I.S. 061 Leonardo Da Vinci,13649.25174,848.9928508,21062.42824,2018
24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,14317.87678,1344.129401,24238.78144,2022
24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,13226.85849,660.6655307,20629.76108,2021
24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,13216.2017,641.2634968,20580.84108,2020
24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,12943.5,671.25,20288.74,2019
24Q073,I.S. 73 - The Frank Sansivieri Intermediate School,12084.37614,745.4550989,19394.01488,2018
24Q077,Joseph F. Quinn Intermediate School 77,19844.52956,2169.819439,30591.12425,2022
24Q077,I.S. 077,17642.74217,1000.872367,25385.8516,2021
24Q077,I.S. 077,18161.53395,834.5492611,25719.4591,2020
24Q077,I.S. 077,15822.09,925.04,23421.12,2019
24Q077,I.S. 077,15811.95951,1013.616601,23389.75975,2018
24Q087,P.S./I.S. 087 Middle Village,17898.08904,759.7993669,27234.66366,2022
24Q087,P.S./I.S. 087 Middle Village,18232.2065,200.7853659,25175.22893,2021
24Q087,P.S./I.S. 087 Middle Village,18626.13266,170.3453947,25519.85394,2020
24Q087,P.S./I.S. 087 Middle Village,17789.25,264.3,24727.55,2019
24Q087,P.S./I.S. 087 Middle Village,17290.12324,529.669967,24383.97685,2018
24Q093,I.S. 093 Ridgewood,16210.26843,1660.281071,26447.32475,2022
24Q093,I.S. 093 Ridgewood,14847.13654,892.7919175,22482.16553,2021
24Q093,I.S. 093 Ridgewood,15179.08603,777.9008696,22680.36279,2020
24Q093,I.S. 093 Ridgewood,14423.1,822.32,21919.42,2019
24Q093,I.S. 093 Ridgewood,13761.1995,775.2465878,21100.62973,2018
24Q102,P.S. 102 Bayview,14837.14552,1523.467253,24937.38803,2022
24Q102,P.S. 102 Bayview,13602.35708,823.6868607,21168.28101,2021
24Q102,P.S. 102 Bayview,13730.52708,744.7279236,21198.63089,2020
24Q102,P.S. 102 Bayview,13078.65,601.71,20354.36,2019
24Q102,P.S. 102 Bayview,12167.6025,697.4358974,19429.22205,2018
24Q113,P.S./I.S. 113 Anthony J. Pranzo,15002.15111,1099.280631,24678.20699,2022
24Q113,P.S./I.S. 113 Anthony J. Pranzo,13831.62552,239.5581669,20813.42075,2021
24Q113,P.S./I.S. 113 Anthony J. Pranzo,13371.96874,276.2241183,20371.56874,2020
24Q113,P.S./I.S. 113 Anthony J. Pranzo,12891.59,213.65,19779.24,2019
24Q113,P.S./I.S. 113 Anthony J. Pranzo,12127.31251,322.6026786,19014.09883,2018
24Q119,P.S./I.S. 119 The Glendale,12247.74621,1141.636979,21966.15845,2022
24Q119,P.S./I.S. 119 The Glendale,11443.66093,651.6643411,18837.56234,2021
24Q119,I.S. 119 The Glendale,11146.56796,610.6541176,18480.59796,2020
24Q119,I.S. 119 The Glendale,10458.63,536.94,17669.57,2019
24Q119,I.S. 119 The Glendale,9642.310305,217.9436179,16424.43757,2018
24Q125,I.S. 125 Thom J. McCann Woodside,14631.61923,1419.895584,24628.29007,2022
24Q125,I.S. 125 Thom J. McCann Woodside,13694.7706,686.0332851,21123.04095,2021
24Q125,I.S. 125 Thom J. McCann Woodside,13486.98785,670.3305842,20880.69432,2020
24Q125,I.S. 125 Thom J. McCann Woodside,12683.08,611.52,19968.6,2019
24Q125,I.S. 125 Thom J. McCann Woodside,12012.66043,640.8304521,19217.67453,2018
24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",13698.98683,1017.541101,23293.30319,2022
24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",12800.02807,249.1980932,19791.46323,2021
24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",12477.29621,173.3099788,19373.98207,2020
24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",12023.11,206.77,18903.88,2019
24Q128,"P.S. 128 The Lorraine Tuzzo, Juniper Valley Elementary School",11516.51358,262.8575851,18343.55481,2018
24Q311,Corona Arts & Sciences Academy,16774.048,1572.628738,26923.452,2022
24Q311,Corona Arts & Sciences Academy,16557.04497,765.3419619,24064.624,2021
24Q311,Corona Arts & Sciences Academy,16407.10433,919.9193798,24050.39959,2020
24Q311,Corona Arts & Sciences Academy,14013.84,739.5,21427.33,2019
24Q311,Corona Arts & Sciences Academy,12648.12542,618.2360164,19830.54508,2018
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",14484.19876,1608.406182,24669.3802,2022
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",12539.09722,582.1456753,19863.47996,2021
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",12770.12201,551.1736334,20044.67153,2020
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",12023.45,534.58,19232.03,2019
24Q560,"Robert F. Wagner, Jr. Secondary School for Arts and Technology",11264.89245,504.4135338,18333.48963,2018
25Q025,I.S. 025 Adrien Block,13949.2892,866.2825693,23392.34703,2022
25Q025,I.S. 025 Adrien Block,13235.21137,269.9788258,20247.42726,2021
25Q025,I.S. 025 Adrien Block,12874.80835,248.7590822,19846.94331,2020
25Q025,I.S. 025 Adrien Block,11954.11,198.14,18826.25,2019
25Q025,I.S. 025 Adrien Block,11753.20888,284.0924125,18601.48494,2018
25Q164,P.S. 164 Queens Valley,17506.71782,1415.780462,27499.27353,2022
25Q164,P.S. 164 Queens Valley,15553.92673,707.3924242,23003.55622,2021
25Q164,P.S. 164 Queens Valley,15309.20298,643.8263473,22676.40521,2020
25Q164,P.S. 164 Queens Valley,14759.37,625.65,22059.02,2019
25Q164,P.S. 164 Queens Valley,13629.79264,597.2958153,20791.2721,2018
25Q185,J.H.S. 185 Edward Bleeker,14031.81317,1466.805911,24075.39434,2022
25Q185,J.H.S. 185 Edward Bleeker,12788.32129,709.8284107,20240.38676,2021
25Q185,J.H.S. 185 Edward Bleeker,12435.66609,634.5859375,19793.62792,2020
25Q185,J.H.S. 185 Edward Bleeker,12048.63,602.26,19324.9,2019
25Q185,J.H.S. 185 Edward Bleeker,11388.08029,593.4122288,18545.67616,2018
25Q189,J.H.S. 189 Daniel Carter Beard,15445.9293,2029.788997,26052.49355,2022
25Q189,J.H.S. 189 Daniel Carter Beard,15333.07055,1268.790159,23344.09777,2021
25Q189,J.H.S. 189 Daniel Carter Beard,14656.63655,1151.223947,22531.23639,2020
25Q189,J.H.S. 189 Daniel Carter Beard,13448.21,631.66,20753.87,2019
25Q189,J.H.S. 189 Daniel Carter Beard,12469.61269,801.2931258,19835.08946,2018
25Q194,J.H.S. 194 William Carr,13630.25233,934.3772909,23141.40488,2022
25Q194,J.H.S. 194 William Carr,12181.87517,163.6320246,19087.74425,2021
25Q194,J.H.S. 194 William Carr,12080.15437,128.4012204,18931.93148,2020
25Q194,J.H.S. 194 William Carr,11869.11,121.15,18664.26,2019
25Q194,J.H.S. 194 William Carr,11355.45225,188.8066076,18108.4425,2018
25Q200,P.S./M.S. 200 - The Magnet School of Global Studies and Leadership,18075.59161,1136.879332,27789.2462,2022
25Q200,P.S./M.S. 200 - The Magnet School of Global Studies and Leadership,17156.35409,717.0503731,24615.64152,2021
25Q200,P.S./M.S. 200 - The Pomonok School & STAR Academy,16381.75042,1504.58011,24609.70642,2020
25Q200,P.S./M.S. 200 - The Pomonok School & STAR Academy,16825.27,1560.89,25060.16,2019
25Q200,P.S./M.S. 200 - The Magnet School of Global Studies and Leadership,16298.5322,1374.285441,24237.00129,2018
25Q219,P.S. 219 Paul Klapper,28174.23106,1546.454805,38297.46112,2022
25Q219,P.S. 219 Paul Klapper,27481.96834,602.5645161,34826.76992,2021
25Q219,P.S. 219 Paul Klapper,27684.42422,464.4811166,34872.28122,2020
25Q219,P.S. 219 Paul Klapper,26337.96,523.38,33535.34,2019
25Q219,P.S. 219 Paul Klapper,23903.99721,805.1090343,31273.28988,2018
25Q237,I.S. 237,13821.41993,1630.475661,24028.67085,2022
25Q237,I.S. 237,12817.44779,731.2062004,20290.89106,2021
25Q237,I.S. 237,13266.29857,762.5406662,20752.21513,2020
25Q237,I.S. 237,12799,752.47,20225.48,2019
25Q237,I.S. 237,11836.49197,738.3486842,19139.0243,2018
25Q250,I.S. 250 The Robert F. Kennedy Community Middle School,19018.68958,2160.742251,29756.20709,2022
25Q250,I.S. 250 The Robert F. Kennedy Community Middle School,16023.24118,829.0764706,23594.55471,2021
25Q250,I.S. 250 The Robert F. Kennedy Community Middle School,16672.99261,688.5426136,24084.91111,2020
25Q250,I.S. 250 The Robert F. Kennedy Community Middle School,14998.24,707.65,22379.88,2019
25Q250,I.S. 250 The Robert F. Kennedy Community Middle School,14119.83831,963.4711779,21647.49313,2018
25Q252,"Queens School of Inquiry, The",18259.42788,650.5628637,27486.766,2022
25Q252,"Queens School of Inquiry, The",17023.04772,26.70216306,23791.98695,2021
25Q252,"Queens School of Inquiry, The",18462.36785,10.29049296,25196.03423,2020
25Q252,"Queens School of Inquiry, The",17206.79,22.41,23903.21,2019
25Q252,"Queens School of Inquiry, The",16361.27596,155.9253472,23081.38495,2018
25Q281,East-West School of International Studies,18449.56648,1306.309452,28332.65119,2022
25Q281,East-West School of International Studies,17101.92316,663.1543116,24507.31454,2021
25Q281,East-West School of International Studies,17184.82086,569.612368,24477.80911,2020
25Q281,East-West School of International Studies,16220.53,606.58,23501.11,2019
25Q281,East-West School of International Studies,15655.86134,764.1232666,22984.16825,2018
25Q285,World Journalism Preparatory: A College Board School,14901.63372,1103.556268,24581.96524,2022
25Q285,World Journalism Preparatory: A College Board School,14911.67997,410.7239057,22064.64094,2021
25Q285,World Journalism Preparatory: A College Board School,14499.38973,149.1288136,21371.89443,2020
25Q285,World Journalism Preparatory: A College Board School,13346.38,154.86,20175.24,2019
25Q285,World Journalism Preparatory: A College Board School,12484.45268,134.9717813,19183.60811,2018
25Q294,Bell Academy,17078.75066,1186.276485,26841.8024,2022
25Q294,Bell Academy,14808.78296,341.5441595,21892.56419,2021
25Q294,Bell Academy,15194.96126,672.008427,22590.34558,2020
25Q294,Bell Academy,14432.17,418.15,21524.32,2019
25Q294,BELL Academy,15156.03082,382.432,22102.64646,2018
25Q379,College Point Collaborative,14475.71982,1418.59993,24471.095,2022
25Q379,College Point Collaborative,13220.90048,655.8554217,20618.99297,2021
25Q379,M.S. 379,13746.86307,491.6860841,20961.92504,2020
25Q379,M.S. 379,14996.95,405.01,22075.96,2019
25Q499,"The Queens College School for Math, Science and Technology",13246.83139,1123.349505,22946.95615,2022
25Q499,"The Queens College School for Math, Science and Technology",11543.11742,342.7690802,18628.12356,2021
25Q499,"The Queens College School for Math, Science and Technology",11294.42428,312.2157598,18330.01592,2020
25Q499,"The Queens College School for Math, Science and Technology",11431.89,154.31,18260.19,2019
25Q499,"The Queens College School for Math, Science and Technology",11213.69893,142.6719368,17920.55451,2018
26Q067,J.H.S. 067 Louis Pasteur,12647.36256,602.5773065,21826.71512,2022
26Q067,J.H.S. 067 Louis Pasteur,11428.06738,192.7533875,18363.05783,2021
26Q067,J.H.S. 067 Louis Pasteur,10745.32596,165.3145455,17634.01639,2020
26Q067,J.H.S. 067 Louis Pasteur,10702.89,160.73,17537.62,2019
26Q067,J.H.S. 067 Louis Pasteur,10328.44331,123.261745,17015.8887,2018
26Q074,J.H.S. 074 Nathaniel Hawthorne,14819.56776,1029.701626,24426.04464,2022
26Q074,J.H.S. 074 Nathaniel Hawthorne,14122.03123,256.0129422,21120.28124,2021
26Q074,J.H.S. 074 Nathaniel Hawthorne,13989.76153,210.5012573,20923.63867,2020
26Q074,J.H.S. 074 Nathaniel Hawthorne,12753.06,232.45,19659.51,2019
26Q074,J.H.S. 074 Nathaniel Hawthorne,12059.94074,280.1689655,18904.29335,2018
26Q158,M.S. 158 Marie Curie,14131.88042,1034.917553,23743.57323,2022
26Q158,M.S. 158 Marie Curie,12441.08918,227.9730769,19411.29932,2021
26Q158,M.S. 158 Marie Curie,11761.49424,159.734347,18644.60447,2020
26Q158,M.S. 158 Marie Curie,11970.76,181.59,18826.35,2019
26Q158,M.S. 158 Marie Curie,11247.45819,194.6959396,18006.33777,2018
26Q172,Irwin Altman Middle School 172,13549.81707,859.0057808,22985.59811,2022
26Q172,Irwin Altman Middle School 172,12831.04483,188.9177277,19762.19962,2021
26Q172,Irwin Altman Middle School 172,13307.86724,269.9876033,20301.23073,2020
26Q172,Irwin Altman Middle School 172,13089.46,203.7,19967.16,2019
26Q172,Irwin Altman Middle School 172,12132.48521,277.0705521,18973.7394,2018
26Q178,P.S./ IS 178 Holliswood,14982.16676,1720.92107,25279.86308,2022
26Q178,P.S./ IS 178 Holliswood,13951.24186,352.2,21045.67892,2021
26Q178,P.S./ IS 178 Holliswood,14116.90794,230.1086556,21070.39248,2020
26Q178,P.S./ IS 178 Holliswood,12785.34,228.77,19688.1,2019
