,District,School_DBN,School_Name,Year,% Female,% Male,% Asian,% Black,% Hispanic,% White,% Poverty
2661,2,02M167,J.H.S. 167 Robert F. Wagner,2019-20,0.46,0.54,0.18,0.07,0.16,0.53,29.7
2662,2,02M167,J.H.S. 167 Robert F. Wagner,2020-21,0.47,0.53,0.18,0.08,0.16,0.51,34.4
2663,2,02M167,J.H.S. 167 Robert F. Wagner,2021-22,0.49,0.51,0.2,0.07,0.16,0.51,29.7
2664,2,02M177,Yorkville East Middle School,2017-18,0.5,0.5,0.09,0.12,0.25,0.49,35.2
2665,2,02M177,Yorkville East Middle School,2018-19,0.52,0.48,0.06,0.09,0.23,0.58,30.0
2666,2,02M177,Yorkville East Middle School,2019-20,0.5,0.5,0.08,0.06,0.26,0.55,24.2
2667,2,02M177,Yorkville East Middle School,2020-21,0.48,0.52,0.1,0.08,0.19,0.56,27.5
2668,2,02M177,Yorkville East Middle School,2021-22,0.47,0.53,0.1,0.09,0.19,0.53,29.3
2669,2,02M183,P.S. 183 Robert L. Stevenson,2017-18,0.49,0.51,0.17,0.02,0.09,0.68,11.1
2670,2,02M183,P.S. 183 Robert L. Stevenson,2018-19,0.49,0.51,0.16,0.03,0.08,0.67,12.1
2671,2,02M183,P.S. 183 Robert L. Stevenson,2019-20,0.5,0.5,0.16,0.02,0.09,0.67,10.4
2672,2,02M183,P.S. 183 Robert L. Stevenson,2020-21,0.5,0.5,0.18,0.02,0.1,0.65,11.5
2673,2,02M183,P.S. 183 Robert L. Stevenson,2021-22,0.5,0.5,0.17,0.02,0.09,0.66,10.1
2674,2,02M198,P.S. 198 Isador E. Ida Straus,2017-18,0.48,0.52,0.21,0.1,0.23,0.43,39.0
2675,2,02M198,P.S. 198 Isador E. Ida Straus,2018-19,0.51,0.49,0.23,0.1,0.21,0.41,40.6
2676,2,02M198,P.S. 198 Isador E. Ida Straus,2019-20,0.5,0.5,0.19,0.08,0.22,0.46,34.8
2677,2,02M198,P.S. 198 Isador E. Ida Straus,2020-21,0.51,0.49,0.18,0.08,0.24,0.44,37.4
2678,2,02M198,P.S. 198 Isador E. Ida Straus,2021-22,0.54,0.46,0.15,0.07,0.28,0.43,42.2
2679,2,02M212,P.S. 212 Midtown West,2017-18,0.5,0.5,0.14,0.06,0.24,0.47,23.2
2680,2,02M212,P.S. 212 Midtown West,2018-19,0.52,0.48,0.16,0.07,0.23,0.46,20.9
2681,2,02M212,P.S. 212 Midtown West,2019-20,0.52,0.48,0.15,0.08,0.23,0.45,22.2
2682,2,02M212,P.S. 212 Midtown West,2020-21,0.51,0.49,0.17,0.08,0.28,0.39,27.7
2683,2,02M212,P.S. 212 Midtown West,2021-22,0.52,0.48,0.13,0.08,0.29,0.42,34.6
2684,2,02M217,P.S./I.S. 217 Roosevelt Island,2017-18,0.51,0.49,0.3,0.11,0.15,0.38,34.3
2685,2,02M217,P.S./I.S. 217 Roosevelt Island,2018-19,0.51,0.49,0.29,0.14,0.14,0.36,33.4
2686,2,02M217,P.S./I.S. 217 Roosevelt Island,2019-20,0.53,0.47,0.32,0.11,0.15,0.36,27.2
2687,2,02M217,P.S./I.S. 217 Roosevelt Island,2020-21,0.54,0.46,0.32,0.1,0.16,0.36,29.2
2688,2,02M217,P.S./I.S. 217 Roosevelt Island,2021-22,0.51,0.49,0.33,0.09,0.16,0.36,28.3
2689,2,02M225,Ella Baker School,2017-18,0.5,0.5,0.06,0.17,0.32,0.37,34.1
2690,2,02M225,Ella Baker School,2018-19,0.48,0.52,0.06,0.15,0.31,0.39,29.6
2691,2,02M225,Ella Baker School,2019-20,0.46,0.54,0.08,0.16,0.3,0.37,31.9
2692,2,02M225,Ella Baker School,2020-21,0.5,0.5,0.09,0.14,0.29,0.37,26.5
2693,2,02M225,Ella Baker School,2021-22,0.5,0.5,0.09,0.15,0.28,0.36,34.5
2694,2,02M234,P.S. 234 Independence School,2017-18,0.5,0.5,0.1,0.01,0.08,0.72,10.0
2695,2,02M234,P.S. 234 Independence School,2018-19,0.49,0.51,0.09,0.02,0.09,0.72,11.1
2696,2,02M234,P.S. 234 Independence School,2019-20,0.51,0.49,0.08,0.02,0.08,0.72,8.9
2697,2,02M234,P.S. 234 Independence School,2020-21,0.5,0.5,0.11,0.03,0.09,0.67,15.7
2698,2,02M234,P.S. 234 Independence School,2021-22,0.48,0.52,0.09,0.02,0.11,0.7,10.4
2699,2,02M255,M.S. 255 Salk School of Science,2017-18,0.58,0.42,0.17,0.02,0.11,0.61,10.6
2700,2,02M255,M.S. 255 Salk School of Science,2018-19,0.58,0.42,0.18,0.02,0.1,0.62,14.7
2701,2,02M255,M.S. 255 Salk School of Science,2019-20,0.62,0.38,0.18,0.01,0.1,0.62,12.3
2702,2,02M255,M.S. 255 Salk School of Science,2020-21,0.63,0.37,0.24,0.01,0.1,0.56,15.5
2703,2,02M255,M.S. 255 Salk School of Science,2021-22,0.55,0.45,0.3,0.02,0.12,0.49,22.6
2704,2,02M260,The Clinton School,2017-18,0.68,0.32,0.13,0.05,0.11,0.64,14.2
2705,2,02M260,The Clinton School,2018-19,0.68,0.32,0.13,0.04,0.12,0.64,17.2
2706,2,02M260,The Clinton School,2019-20,0.67,0.33,0.13,0.03,0.12,0.65,17.1
2707,2,02M260,The Clinton School,2020-21,0.65,0.35,0.14,0.03,0.11,0.63,15.5
2708,2,02M260,The Clinton School,2021-22,0.64,0.36,0.15,0.03,0.12,0.61,15.9
2709,2,02M267,"East Side Elementary School, PS 267",2017-18,0.51,0.49,0.12,0.0,0.11,0.74,11.1
2710,2,02M267,"East Side Elementary School, PS 267",2018-19,0.49,0.51,0.13,0.01,0.1,0.73,13.5
2711,2,02M267,"East Side Elementary School, PS 267",2019-20,0.49,0.51,0.11,0.01,0.11,0.72,12.1
2712,2,02M267,"East Side Elementary School, PS 267",2020-21,0.43,0.57,0.12,0.02,0.12,0.68,9.8
2713,2,02M267,"East Side Elementary School, PS 267",2021-22,0.46,0.54,0.16,0.02,0.11,0.65,14.2
2714,2,02M276,Battery Park City School,2017-18,0.48,0.52,0.2,0.04,0.13,0.54,13.5
2715,2,02M276,Battery Park City School,2018-19,0.47,0.53,0.2,0.04,0.14,0.53,16.1
2716,2,02M276,Battery Park City School,2019-20,0.49,0.51,0.21,0.03,0.13,0.53,16.7
2717,2,02M276,Battery Park City School,2020-21,0.49,0.51,0.23,0.03,0.12,0.54,15.2
2718,2,02M276,Battery Park City School,2021-22,0.51,0.49,0.22,0.03,0.12,0.53,14.1
2719,2,02M280,Manhattan Early College School for Advertising,2017-18,0.56,0.44,0.06,0.35,0.47,0.08,81.2
2720,2,02M280,Manhattan Early College School for Advertising,2018-19,0.53,0.47,0.1,0.36,0.45,0.05,73.6
2721,2,02M280,Manhattan Early College School for Advertising,2019-20,0.52,0.48,0.11,0.35,0.46,0.05,74.8
2722,2,02M280,Manhattan Early College School for Advertising,2020-21,0.5,0.5,0.11,0.33,0.49,0.04,76.3
2723,2,02M280,Manhattan Early College School for Advertising,2021-22,0.5,0.5,0.11,0.3,0.51,0.04,76.4
2724,2,02M281,The River School,2017-18,0.5,0.5,0.33,0.08,0.13,0.43,27.6
2725,2,02M281,The River School,2018-19,0.49,0.51,0.32,0.09,0.12,0.41,30.2
2726,2,02M281,The River School,2019-20,0.48,0.52,0.3,0.08,0.14,0.44,22.5
2727,2,02M281,The River School,2020-21,0.51,0.49,0.31,0.08,0.15,0.4,22.4
2728,2,02M281,The River School,2021-22,0.55,0.45,0.34,0.08,0.15,0.37,22.9
2729,2,02M282,Urban Assembly Maker Academy,2017-18,0.29,0.71,0.1,0.26,0.47,0.1,75.4
2730,2,02M282,Urban Assembly Maker Academy,2018-19,0.3,0.7,0.08,0.27,0.49,0.11,78.2
2731,2,02M282,Urban Assembly Maker Academy,2019-20,0.33,0.67,0.1,0.29,0.47,0.1,74.5
2732,2,02M282,Urban Assembly Maker Academy,2020-21,0.31,0.69,0.09,0.3,0.47,0.1,70.0
2733,2,02M282,Urban Assembly Maker Academy,2021-22,0.3,0.7,0.08,0.32,0.46,0.11,69.8
2734,2,02M288,Food and Finance High School,2017-18,0.56,0.44,0.04,0.4,0.5,0.03,88.6
2735,2,02M288,Food and Finance High School,2018-19,0.58,0.42,0.06,0.35,0.53,0.03,83.2
2736,2,02M288,Food and Finance High School,2019-20,0.59,0.41,0.06,0.31,0.57,0.04,86.0
2737,2,02M288,Food and Finance High School,2020-21,0.56,0.44,0.05,0.32,0.56,0.04,81.1
2738,2,02M288,Food and Finance High School,2021-22,0.61,0.39,0.05,0.31,0.57,0.05,80.6
2739,2,02M289,I.S. 289,2017-18,0.47,0.53,0.44,0.04,0.11,0.38,50.2
2740,2,02M289,I.S. 289,2018-19,0.44,0.56,0.49,0.04,0.15,0.3,52.8
2741,2,02M289,I.S. 289,2019-20,0.48,0.52,0.5,0.04,0.18,0.24,48.9
2742,2,02M289,I.S. 289,2020-21,0.48,0.52,0.51,0.05,0.19,0.21,55.5
2743,2,02M289,I.S. 289,2021-22,0.5,0.5,0.46,0.06,0.17,0.27,48.7
2744,2,02M290,P.S. 290 Manhattan New School,2017-18,0.53,0.47,0.11,0.02,0.09,0.72,11.7
2745,2,02M290,P.S. 290 Manhattan New School,2018-19,0.55,0.45,0.11,0.03,0.09,0.71,13.6
2746,2,02M290,P.S. 290 Manhattan New School,2019-20,0.55,0.45,0.1,0.04,0.11,0.7,12.6
2747,2,02M290,P.S. 290 Manhattan New School,2020-21,0.53,0.47,0.09,0.03,0.12,0.7,13.4
2748,2,02M290,P.S. 290 Manhattan New School,2021-22,0.51,0.49,0.12,0.03,0.1,0.65,12.3
2749,2,02M294,Essex Street Academy,2017-18,0.55,0.45,0.06,0.38,0.41,0.06,70.3
2750,2,02M294,Essex Street Academy,2018-19,0.56,0.44,0.06,0.34,0.43,0.1,68.1
2751,2,02M294,Essex Street Academy,2019-20,0.58,0.42,0.07,0.31,0.43,0.14,66.6
2752,2,02M294,Essex Street Academy,2020-21,0.58,0.42,0.08,0.27,0.43,0.16,67.8
2753,2,02M294,Essex Street Academy,2021-22,0.55,0.45,0.07,0.26,0.42,0.2,65.2
2754,2,02M296,High School of Hospitality Management,2017-18,0.72,0.28,0.04,0.28,0.6,0.03,92.3
2755,2,02M296,High School of Hospitality Management,2018-19,0.66,0.34,0.05,0.28,0.62,0.02,90.5
2756,2,02M296,High School of Hospitality Management,2019-20,0.63,0.37,0.04,0.24,0.68,0.02,90.2
2757,2,02M296,High School of Hospitality Management,2020-21,0.67,0.33,0.06,0.22,0.69,0.01,85.4
2758,2,02M296,High School of Hospitality Management,2021-22,0.7,0.3,0.05,0.17,0.74,0.02,92.0
2759,2,02M297,M.S. 297,2017-18,0.52,0.48,0.09,0.09,0.19,0.6,30.6
2760,2,02M297,M.S. 297,2018-19,0.52,0.48,0.09,0.09,0.23,0.54,29.2
2761,2,02M297,M.S. 297,2019-20,0.53,0.47,0.08,0.09,0.25,0.52,32.1
2762,2,02M297,M.S. 297,2020-21,0.54,0.46,0.09,0.12,0.3,0.45,42.3
2763,2,02M297,M.S. 297,2021-22,0.55,0.45,0.09,0.13,0.3,0.42,45.1
2764,2,02M298,Pace High School,2017-18,0.58,0.42,0.08,0.33,0.51,0.04,81.0
2765,2,02M298,Pace High School,2018-19,0.57,0.43,0.04,0.33,0.54,0.04,79.4
2766,2,02M298,Pace High School,2019-20,0.55,0.45,0.05,0.33,0.52,0.05,79.8
2767,2,02M298,Pace High School,2020-21,0.56,0.44,0.08,0.32,0.52,0.05,81.3
2768,2,02M298,Pace High School,2021-22,0.55,0.45,0.1,0.31,0.49,0.06,76.1
2769,2,02M300,"Urban Assembly School of Design and Construction,",2017-18,0.29,0.71,0.05,0.24,0.67,0.01,86.5
2770,2,02M300,"Urban Assembly School of Design and Construction,",2018-19,0.3,0.7,0.06,0.23,0.68,0.03,81.5
2771,2,02M300,"Urban Assembly School of Design and Construction,",2019-20,0.34,0.66,0.06,0.21,0.69,0.02,83.7
2772,2,02M300,"Urban Assembly School of Design and Construction,",2020-21,0.3,0.7,0.06,0.2,0.69,0.04,81.7
2773,2,02M300,"Urban Assembly School of Design and Construction,",2021-22,0.3,0.7,0.04,0.22,0.68,0.04,84.5
2774,2,02M303,"Facing History School, The",2017-18,0.46,0.55,0.01,0.25,0.71,0.02,82.7
2775,2,02M303,"Facing History School, The",2018-19,0.47,0.53,0.01,0.26,0.7,0.02,80.9
2776,2,02M303,"Facing History School, The",2019-20,0.48,0.52,0.0,0.26,0.69,0.03,83.4
2777,2,02M303,"Facing History School, The",2020-21,0.49,0.51,0.02,0.27,0.64,0.04,81.3
2778,2,02M303,"Facing History School, The",2021-22,0.52,0.48,0.01,0.25,0.68,0.04,82.6
2779,2,02M305,"Urban Assembly Academy of Government and Law, The",2017-18,0.54,0.46,0.04,0.4,0.53,0.03,87.0
2780,2,02M305,"Urban Assembly Academy of Government and Law, The",2018-19,0.58,0.42,0.06,0.34,0.56,0.03,84.0
2781,2,02M305,"Urban Assembly Academy of Government and Law, The",2019-20,0.56,0.44,0.07,0.35,0.56,0.02,87.3
2782,2,02M305,"Urban Assembly Academy of Government and Law, The",2020-21,0.59,0.41,0.07,0.37,0.51,0.03,88.0
2783,2,02M305,"Urban Assembly Academy of Government and Law, The",2021-22,0.59,0.41,0.1,0.33,0.52,0.03,86.8
2784,2,02M308,Lower Manhattan Arts Academy,2017-18,0.71,0.29,0.08,0.28,0.56,0.03,75.7
2785,2,02M308,Lower Manhattan Arts Academy,2018-19,0.65,0.35,0.09,0.28,0.56,0.03,75.9
2786,2,02M308,Lower Manhattan Arts Academy,2019-20,0.65,0.35,0.08,0.28,0.6,0.02,80.6
2787,2,02M308,Lower Manhattan Arts Academy,2020-21,0.62,0.38,0.08,0.3,0.58,0.03,82.9
2788,2,02M308,Lower Manhattan Arts Academy,2021-22,0.63,0.37,0.08,0.3,0.58,0.03,80.8
2789,2,02M312,New York City Lab Middle School for Collaborative,2017-18,0.41,0.59,0.55,0.02,0.06,0.3,38.8
2790,2,02M312,New York City Lab Middle School for Collaborative,2018-19,0.45,0.55,0.64,0.01,0.05,0.23,35.2
2791,2,02M312,New York City Lab Middle School for Collaborative,2019-20,0.5,0.5,0.6,0.02,0.06,0.24,34.5
2792,2,02M312,New York City Lab Middle School for Collaborative,2020-21,0.49,0.51,0.55,0.02,0.07,0.28,26.7
2793,2,02M312,New York City Lab Middle School for Collaborative,2021-22,0.48,0.52,0.48,0.02,0.1,0.31,29.6
2794,2,02M313,"James Baldwin School, The: A School for Expedition",2017-18,0.52,0.48,0.03,0.41,0.5,0.05,82.2
2795,2,02M313,"James Baldwin School, The: A School for Expedition",2018-19,0.5,0.5,0.02,0.4,0.52,0.04,82.9
2796,2,02M313,"James Baldwin School, The: A School for Expedition",2019-20,0.52,0.48,0.03,0.45,0.47,0.04,79.5
2797,2,02M313,"James Baldwin School, The: A School for Expedition",2020-21,0.5,0.5,0.02,0.44,0.48,0.03,83.3
2798,2,02M313,"James Baldwin School, The: A School for Expedition",2021-22,0.44,0.56,0.04,0.48,0.41,0.03,86.3
2799,2,02M316,"Urban Assembly School of Business for Young Women,",2017-18,1.0,0.0,0.03,0.59,0.31,0.03,84.1
2800,2,02M316,"Urban Assembly School of Business for Young Women,",2018-19,1.0,0.0,0.05,0.49,0.37,0.03,86.0
2801,2,02M316,"Urban Assembly School of Business for Young Women,",2019-20,1.0,0.0,0.07,0.44,0.42,0.04,87.6
2802,2,02M316,"Urban Assembly School of Business for Young Women,",2020-21,1.0,0.0,0.07,0.37,0.47,0.05,88.4
2803,2,02M316,"Urban Assembly School of Business for Young Women,",2021-22,1.0,0.0,0.07,0.38,0.48,0.02,89.6
2804,2,02M340,Sixth Avenue Elementary School,2017-18,0.53,0.47,0.07,0.04,0.13,0.64,10.1
2805,2,02M340,Sixth Avenue Elementary School,2018-19,0.49,0.51,0.09,0.02,0.12,0.63,8.8
2806,2,02M340,Sixth Avenue Elementary School,2019-20,0.48,0.52,0.08,0.04,0.12,0.63,11.2
2807,2,02M340,Sixth Avenue Elementary School,2020-21,0.52,0.48,0.09,0.04,0.12,0.6,13.0
2808,2,02M340,Sixth Avenue Elementary School,2021-22,0.51,0.49,0.09,0.02,0.12,0.6,14.0
2809,2,02M343,The Peck Slip School,2017-18,0.52,0.48,0.18,0.04,0.12,0.52,9.8
2810,2,02M343,The Peck Slip School,2018-19,0.54,0.46,0.16,0.04,0.13,0.53,13.7
2811,2,02M343,The Peck Slip School,2019-20,0.54,0.46,0.17,0.06,0.14,0.5,15.1
2812,2,02M343,The Peck Slip School,2020-21,0.54,0.46,0.18,0.07,0.15,0.47,16.0
2813,2,02M343,The Peck Slip School,2021-22,0.5,0.5,0.16,0.09,0.16,0.46,13.4
2814,2,02M347,The 47 American Sign Language & English Lower Scho,2017-18,0.52,0.48,0.03,0.2,0.43,0.25,62.4
2815,2,02M347,The 47 American Sign Language & English Lower Scho,2018-19,0.52,0.48,0.04,0.21,0.44,0.26,68.9
2816,2,02M347,The 47 American Sign Language & English Lower Scho,2019-20,0.5,0.5,0.04,0.22,0.45,0.26,65.7
2817,2,02M347,The 47 American Sign Language & English Lower Scho,2020-21,0.52,0.48,0.03,0.21,0.48,0.22,67.2
2818,2,02M347,The 47 American Sign Language & English Lower Scho,2021-22,0.49,0.51,0.06,0.21,0.48,0.19,72.5
2819,2,02M374,Gramercy Arts High School,2017-18,0.74,0.26,0.04,0.36,0.48,0.06,82.9
2820,2,02M374,Gramercy Arts High School,2018-19,0.71,0.29,0.04,0.34,0.5,0.06,80.3
2821,2,02M374,Gramercy Arts High School,2019-20,0.68,0.32,0.06,0.33,0.52,0.06,83.5
2822,2,02M374,Gramercy Arts High School,2020-21,0.68,0.32,0.06,0.32,0.52,0.06,81.2
2823,2,02M374,Gramercy Arts High School,2021-22,0.68,0.32,0.06,0.3,0.52,0.08,80.5
2824,2,02M376,NYC iSchool,2017-18,0.55,0.45,0.08,0.17,0.24,0.41,40.5
2825,2,02M376,NYC iSchool,2018-19,0.54,0.46,0.08,0.15,0.21,0.46,33.9
2826,2,02M376,NYC iSchool,2019-20,0.57,0.43,0.09,0.12,0.26,0.47,40.4
2827,2,02M376,NYC iSchool,2020-21,0.58,0.42,0.08,0.12,0.26,0.45,44.6
2828,2,02M376,NYC iSchool,2021-22,0.57,0.43,0.08,0.13,0.32,0.38,48.7
2829,2,02M391,District 2 Pre-K Center,2017-18,0.48,0.52,0.19,0.06,0.16,0.51,11.5
2830,2,02M391,District 2 Pre-K Center,2018-19,0.49,0.51,0.22,0.05,0.11,0.5,10.1
2831,2,02M391,District 2 Pre-K Center,2019-20,0.46,0.55,0.17,0.06,0.12,0.54,14.4
2832,2,02M391,District 2 Pre-K Center,2020-21,0.49,0.51,0.24,0.04,0.12,0.54,16.7
2833,2,02M391,District 2 Pre-K Center,2021-22,0.46,0.54,0.23,0.06,0.14,0.48,13.0
2834,2,02M392,Manhattan Business Academy,2017-18,0.45,0.55,0.05,0.21,0.68,0.04,91.0
2835,2,02M392,Manhattan Business Academy,2018-19,0.46,0.54,0.06,0.22,0.65,0.05,87.7
2836,2,02M392,Manhattan Business Academy,2019-20,0.44,0.56,0.04,0.22,0.68,0.04,87.7
2837,2,02M392,Manhattan Business Academy,2020-21,0.42,0.58,0.04,0.23,0.67,0.04,82.2
2838,2,02M392,Manhattan Business Academy,2021-22,0.46,0.55,0.05,0.28,0.6,0.04,88.8
2839,2,02M393,Business Of Sports School,2017-18,0.42,0.58,0.01,0.34,0.61,0.02,74.4
2840,2,02M393,Business Of Sports School,2018-19,0.37,0.63,0.01,0.33,0.61,0.03,73.2
2841,2,02M393,Business Of Sports School,2019-20,0.32,0.68,0.01,0.35,0.61,0.02,75.9
2842,2,02M393,Business Of Sports School,2020-21,0.32,0.68,0.0,0.35,0.61,0.02,85.2
2843,2,02M393,Business Of Sports School,2021-22,0.27,0.73,0.01,0.32,0.63,0.02,81.6
2844,2,02M394,Emma Lazarus High School,2017-18,0.47,0.53,0.45,0.1,0.33,0.09,95.0
2845,2,02M394,Emma Lazarus High School,2018-19,0.44,0.56,0.4,0.18,0.31,0.09,94.6
2846,2,02M394,Emma Lazarus High School,2019-20,0.43,0.57,0.38,0.22,0.29,0.1,92.5
2847,2,02M394,Emma Lazarus High School,2020-21,0.43,0.57,0.35,0.26,0.31,0.07,92.7
2848,2,02M394,Emma Lazarus High School,2021-22,0.46,0.54,0.33,0.18,0.44,0.05,85.5
2849,2,02M397,Spruce Street School,2017-18,0.49,0.51,0.16,0.03,0.14,0.55,13.5
2850,2,02M397,Spruce Street School,2018-19,0.49,0.51,0.16,0.04,0.16,0.53,17.7
2851,2,02M397,Spruce Street School,2019-20,0.46,0.54,0.16,0.03,0.16,0.55,19.1
2852,2,02M397,Spruce Street School,2020-21,0.5,0.5,0.2,0.04,0.17,0.48,20.7
2853,2,02M397,Spruce Street School,2021-22,0.53,0.47,0.21,0.05,0.16,0.47,22.9
2854,2,02M399,The High School For Language And Diplomacy,2017-18,0.54,0.46,0.31,0.2,0.42,0.05,79.2
2855,2,02M399,The High School For Language And Diplomacy,2018-19,0.54,0.46,0.24,0.23,0.46,0.04,76.8
2856,2,02M399,The High School For Language And Diplomacy,2019-20,0.52,0.48,0.19,0.21,0.53,0.05,82.8
2857,2,02M399,The High School For Language And Diplomacy,2020-21,0.53,0.47,0.13,0.21,0.57,0.06,78.2
2858,2,02M399,The High School For Language And Diplomacy,2021-22,0.52,0.48,0.12,0.18,0.6,0.07,73.6
2859,2,02M400,High School for Environmental Studies,2017-18,0.51,0.49,0.12,0.16,0.63,0.07,82.1
2860,2,02M400,High School for Environmental Studies,2018-19,0.51,0.49,0.11,0.16,0.64,0.06,83.1
2861,2,02M400,High School for Environmental Studies,2019-20,0.52,0.48,0.12,0.14,0.64,0.07,79.9
2862,2,02M400,High School for Environmental Studies,2020-21,0.53,0.47,0.12,0.13,0.62,0.09,76.4
2863,2,02M400,High School for Environmental Studies,2021-22,0.54,0.46,0.12,0.13,0.6,0.11,76.0
2864,2,02M407,Institute for Collaborative Education,2017-18,0.47,0.53,0.07,0.19,0.17,0.52,26.2
2865,2,02M407,Institute for Collaborative Education,2018-19,0.5,0.5,0.07,0.22,0.19,0.48,28.8
2866,2,02M407,Institute for Collaborative Education,2019-20,0.5,0.5,0.06,0.23,0.21,0.44,32.7
2867,2,02M407,Institute for Collaborative Education,2020-21,0.51,0.49,0.05,0.22,0.23,0.44,30.8
2868,2,02M407,Institute for Collaborative Education,2021-22,0.49,0.51,0.07,0.22,0.21,0.42,29.2
2869,2,02M408,Professional Performing Arts High School,2017-18,0.75,0.25,0.06,0.21,0.21,0.43,37.9
2870,2,02M408,Professional Performing Arts High School,2018-19,0.72,0.28,0.07,0.21,0.2,0.45,36.9
2871,2,02M408,Professional Performing Arts High School,2019-20,0.73,0.27,0.06,0.2,0.22,0.45,31.5
2872,2,02M408,Professional Performing Arts High School,2020-21,0.72,0.28,0.07,0.19,0.23,0.43,34.5
2873,2,02M408,Professional Performing Arts High School,2021-22,0.74,0.26,0.07,0.18,0.23,0.41,32.1
2874,2,02M411,Baruch College Campus High School,2017-18,0.58,0.42,0.39,0.05,0.13,0.39,42.6
2875,2,02M411,Baruch College Campus High School,2018-19,0.56,0.44,0.35,0.04,0.13,0.42,40.4
2876,2,02M411,Baruch College Campus High School,2019-20,0.61,0.39,0.34,0.04,0.15,0.43,38.2
2877,2,02M411,Baruch College Campus High School,2020-21,0.55,0.45,0.3,0.03,0.13,0.46,35.2
2878,2,02M411,Baruch College Campus High School,2021-22,0.56,0.44,0.32,0.06,0.19,0.38,44.4
2879,2,02M412,N.Y.C. Lab School for Collaborative Studies,2017-18,0.51,0.49,0.2,0.04,0.13,0.55,30.5
2880,2,02M412,N.Y.C. Lab School for Collaborative Studies,2018-19,0.52,0.48,0.19,0.04,0.12,0.56,27.8
2881,2,02M412,N.Y.C. Lab School for Collaborative Studies,2019-20,0.48,0.52,0.2,0.02,0.12,0.58,26.3
2882,2,02M412,N.Y.C. Lab School for Collaborative Studies,2020-21,0.48,0.52,0.23,0.02,0.11,0.56,32.3
2883,2,02M412,N.Y.C. Lab School for Collaborative Studies,2021-22,0.48,0.52,0.24,0.03,0.12,0.51,36.4
2884,2,02M413,School of the Future High School,2017-18,0.48,0.52,0.17,0.11,0.26,0.36,39.9
2885,2,02M413,School of the Future High School,2018-19,0.49,0.51,0.2,0.11,0.24,0.35,43.9
2886,2,02M413,School of the Future High School,2019-20,0.48,0.52,0.2,0.11,0.22,0.38,43.1
2887,2,02M413,School of the Future High School,2020-21,0.5,0.5,0.19,0.12,0.2,0.41,39.0
2888,2,02M413,School of the Future High School,2021-22,0.48,0.52,0.18,0.12,0.19,0.43,38.4
2889,2,02M414,N.Y.C. Museum School,2017-18,0.6,0.4,0.29,0.14,0.34,0.19,67.1
2890,2,02M414,N.Y.C. Museum School,2018-19,0.58,0.42,0.24,0.13,0.36,0.21,56.6
2891,2,02M414,N.Y.C. Museum School,2019-20,0.52,0.48,0.23,0.12,0.33,0.28,52.2
2892,2,02M414,N.Y.C. Museum School,2020-21,0.5,0.5,0.2,0.12,0.25,0.35,40.9
2893,2,02M414,N.Y.C. Museum School,2021-22,0.5,0.5,0.22,0.1,0.24,0.37,44.9
2894,2,02M416,Eleanor Roosevelt High School,2017-18,0.6,0.4,0.17,0.03,0.12,0.64,22.2
2895,2,02M416,Eleanor Roosevelt High School,2018-19,0.6,0.4,0.15,0.03,0.1,0.66,20.0
2896,2,02M416,Eleanor Roosevelt High School,2019-20,0.59,0.41,0.15,0.03,0.09,0.66,18.7
2897,2,02M416,Eleanor Roosevelt High School,2020-21,0.59,0.41,0.16,0.02,0.07,0.65,17.4
2898,2,02M416,Eleanor Roosevelt High School,2021-22,0.58,0.42,0.2,0.05,0.12,0.55,30.2
2899,2,02M418,Millennium High School,2017-18,0.62,0.38,0.45,0.05,0.13,0.31,47.4
2900,2,02M418,Millennium High School,2018-19,0.62,0.38,0.47,0.04,0.11,0.32,50.7
2901,2,02M418,Millennium High School,2019-20,0.58,0.42,0.5,0.03,0.11,0.3,50.9
2902,2,02M418,Millennium High School,2020-21,0.55,0.45,0.55,0.02,0.12,0.25,53.4
2903,2,02M418,Millennium High School,2021-22,0.56,0.44,0.5,0.03,0.13,0.28,47.9
2904,2,02M419,Landmark High School,2017-18,0.54,0.46,0.03,0.33,0.59,0.03,88.8
2905,2,02M419,Landmark High School,2018-19,0.53,0.47,0.03,0.33,0.59,0.02,81.5
2906,2,02M419,Landmark High School,2019-20,0.54,0.46,0.03,0.3,0.62,0.03,86.3
2907,2,02M419,Landmark High School,2020-21,0.54,0.46,0.03,0.26,0.62,0.05,86.7
2908,2,02M419,Landmark High School,2021-22,0.56,0.44,0.02,0.27,0.61,0.05,84.5
2909,2,02M420,High School for Health Professions and Human Servi,2017-18,0.71,0.29,0.21,0.16,0.53,0.08,75.7
2910,2,02M420,High School for Health Professions and Human Servi,2018-19,0.71,0.29,0.22,0.16,0.53,0.08,74.8
2911,2,02M420,High School for Health Professions and Human Servi,2019-20,0.72,0.28,0.23,0.15,0.52,0.08,77.1
2912,2,02M420,High School for Health Professions and Human Servi,2020-21,0.72,0.28,0.22,0.14,0.53,0.08,79.3
2913,2,02M420,High School for Health Professions and Human Servi,2021-22,0.73,0.27,0.22,0.15,0.52,0.09,76.7
2914,2,02M422,Quest to Learn,2017-18,0.37,0.63,0.11,0.22,0.43,0.2,68.4
2915,2,02M422,Quest to Learn,2018-19,0.38,0.62,0.13,0.22,0.43,0.18,72.8
2916,2,02M422,Quest to Learn,2019-20,0.43,0.57,0.11,0.26,0.44,0.15,71.8
